term,category,is_abbreviation,full_form,breakdown,definition,example_usage,synonyms,aliases,tags
Blood Culture,Lab Test,FALSE,Blood Culture,,A test to find bacteria or fungi in the bloodstream.,Blood cultures drawn before starting antibiotics.,{},{},"{lab,diagnostic,microbiology}"
Sputum Culture,Lab Test,FALSE,Sputum Culture,,A test to find germs causing lung infection.,Sputum culture positive for pneumonia bacteria.,{},{},"{lab,diagnostic,microbiology,pulmonary}"
GFR,Lab Test,TRUE,Glomerular Filtration Rate,,A calculated number showing how well kidneys work.,eGFR of 55 means stage 3 kidney disease.,{},{eGFR},"{lab,diagnostic,chemistry,renal}"
Microalbumin,Lab Test,FALSE,Microalbuminuria,,Small amounts of protein in urine showing early kidney damage.,Positive microalbumin in diabetic patient.,{},{urine albumin},"{lab,diagnostic,chemistry,renal}"
Vitamin D,Lab Test,FALSE,25-Hydroxyvitamin D,,Measures vitamin D levels in blood.,Vitamin D level is 22 which is low.,{},{25-OH vitamin D},"{lab,diagnostic,chemistry}"
Vitamin B12,Lab Test,FALSE,Vitamin B12,,Measures B12 levels important for nerves and blood cells.,Low B12 causes big red blood cells.,{},{cobalamin},"{lab,diagnostic,chemistry}"
Folate,Lab Test,FALSE,Folate,,Measures folic acid levels important for cell growth and blood.,Low folate causes anemia.,{},{folic acid},"{lab,diagnostic,chemistry}"
Magnesium,Lab Test,FALSE,Magnesium,,A mineral important for muscles and nerves.,Magnesium level is 1.8 mEq/L.,{},{Mg},"{lab,diagnostic,chemistry}"
Phosphorus,Lab Test,FALSE,Phosphorus,,A mineral important for bones and energy.,Phosphorus checked in kidney disease.,{},{phosphate},"{lab,diagnostic,chemistry}"
Uric Acid,Lab Test,FALSE,Uric Acid,,A waste product that goes up in gout and kidney stones.,High uric acid level triggers gout attack.,{},{},"{lab,diagnostic,chemistry}"
Ammonia,Lab Test,FALSE,Ammonia,,A waste product broken down by liver.,High ammonia causes confusion in liver failure.,{},{},"{lab,diagnostic,chemistry,hepatic}"
Lactate,Lab Test,FALSE,Lactate,,A byproduct made when body doesn't get enough oxygen.,High lactate means sepsis or shock.,{},{lactic acid},"{lab,diagnostic,chemistry}"
Amylase,Lab Test,FALSE,Amylase,,An enzyme that digests carbohydrates.,High amylase suggests pancreatitis.,{},{},"{lab,diagnostic,chemistry}"
Lipase,Lab Test,FALSE,Lipase,,An enzyme that digests fats more specific for pancreas problems.,High lipase in pancreas inflammation.,{},{},"{lab,diagnostic,chemistry}"
CK,Lab Test,TRUE,Creatine Kinase,,An enzyme in muscles and heart that goes up with muscle damage.,High CK after intense exercise.,{},"{creatine phosphokinase,CPK}","{lab,diagnostic,chemistry}"
CK-MB,Lab Test,FALSE,Creatine Kinase-MB,,A heart-specific enzyme that goes up in heart attack.,High CK-MB confirms heart muscle damage.,{},{},"{lab,diagnostic,chemistry,cardiology}"
LDH,Lab Test,TRUE,Lactate Dehydrogenase,,An enzyme in many tissues that goes up in cell damage.,High LDH in blood cell breakdown.,{},{},"{lab,diagnostic,chemistry}"
Cortisol,Lab Test,FALSE,Cortisol,,A hormone made by adrenal glands for stress response.,Low morning cortisol in adrenal problems.,{},{},"{lab,diagnostic,chemistry,endocrine}"
ACTH,Lab Test,TRUE,Adrenocorticotropic Hormone,,A brain hormone that tells adrenal glands to make cortisol.,ACTH test checks adrenal function.,{},{},"{lab,diagnostic,chemistry,endocrine}"
Testosterone,Lab Test,FALSE,Testosterone,,A hormone important for male development and function.,Low testosterone causes hypogonadism.,{},{},"{lab,diagnostic,chemistry,endocrine}"
Estradiol,Lab Test,FALSE,Estradiol,,A form of estrogen important for female reproduction.,Estradiol watched in fertility treatment.,{},{},"{lab,diagnostic,chemistry,endocrine}"
Progesterone,Lab Test,FALSE,Progesterone,,A hormone important for periods and pregnancy.,Progesterone level confirms ovulation.,{},{},"{lab,diagnostic,chemistry,endocrine}"
FSH,Lab Test,TRUE,Follicle-Stimulating Hormone,,A hormone that controls reproduction.,High FSH means menopause.,{},{},"{lab,diagnostic,chemistry,endocrine}"
LH,Lab Test,TRUE,Luteinizing Hormone,,A hormone that triggers ovulation and controls sex hormones.,LH surge triggers ovulation.,{},{},"{lab,diagnostic,chemistry,endocrine}"
Prolactin,Lab Test,FALSE,Prolactin,,A hormone that makes breast milk.,High prolactin causes milk production when not pregnant.,{},{},"{lab,diagnostic,chemistry,endocrine}"
hCG,Lab Test,TRUE,Human Chorionic Gonadotropin,,A hormone made during pregnancy used in pregnancy tests.,Positive hCG confirms pregnancy.,{},{beta-hCG},"{lab,diagnostic,chemistry,pregnancy}"
Digoxin Level,Lab Test,FALSE,Digoxin Level,,Measures blood level of digoxin to ensure therapeutic dosing.,Digoxin level is 1.2 ng/mL therapeutic range.,{},{},"{lab,diagnostic,chemistry,therapeutic-drug}"
Vancomycin Level,Lab Test,FALSE,Vancomycin Level,,Measures blood level of vancomycin antibiotic to guide dosing.,Vancomycin trough is 18 mcg/mL.,{},{},"{lab,diagnostic,chemistry,therapeutic-drug}"
Phenytoin Level,Lab Test,FALSE,Phenytoin Level,,Measures blood level of anti-seizure medication phenytoin.,Phenytoin level subtherapeutic at 6 mcg/mL.,{},{Dilantin level},"{lab,diagnostic,chemistry,therapeutic-drug}"
Theophylline Level,Lab Test,FALSE,Theophylline Level,,Measures blood level of theophylline bronchodilator medication.,Theophylline level is 12 mcg/mL within range.,{},{},"{lab,diagnostic,chemistry,therapeutic-drug}"
HIV Test,Lab Test,FALSE,HIV Test,,A screening test for human immunodeficiency virus.,Fourth generation HIV test is preferred.,{},"{HIV antibody,HIV antigen}","{lab,diagnostic,immunology,infectious}"
Hepatitis Panel,Lab Panel,FALSE,Hepatitis Panel,,Tests for hepatitis A B and C viruses.,Hepatitis panel ordered for jaundiced patient.,{},{},"{lab,diagnostic,immunology,infectious}"
HBsAg,Lab Test,TRUE,Hepatitis B Surface Antigen,,A marker of active hepatitis B infection.,Positive HBsAg indicates current HBV infection.,{},{},"{lab,diagnostic,immunology,infectious}"
Anti-HBs,Lab Test,FALSE,Hepatitis B Surface Antibody,,Indicates immunity to hepatitis B from vaccine or past infection.,Positive anti-HBs shows HBV immunity.,{},{},"{lab,diagnostic,immunology,infectious}"
HCV Antibody,Lab Test,FALSE,Hepatitis C Antibody,,Screening test for hepatitis C virus.,Positive HCV antibody requires RNA confirmation.,{},{},"{lab,diagnostic,immunology,infectious}"
RPR,Lab Test,TRUE,Rapid Plasma Reagin,,A screening test for syphilis.,Positive RPR confirmed with FTA-ABS.,{},{},"{lab,diagnostic,immunology,infectious}"
Mono Test,Lab Test,FALSE,Mononucleosis Test,,A rapid test for Epstein-Barr virus causing infectious mononucleosis.,Mono test positive with atypical lymphocytes.,{},"{monospot,heterophile antibody}","{lab,diagnostic,immunology,infectious}"
Strep Test,Lab Test,FALSE,Strep Test,,A rapid antigen test for Group A Streptococcus causing strep throat.,Rapid strep test positive treat with antibiotics.,{},"{rapid strep,strep antigen}","{lab,diagnostic,microbiology,infectious}"
Flu Test,Lab Test,FALSE,Influenza Test,,A rapid test detecting influenza A and B viruses.,Flu test positive for influenza A.,{},"{rapid flu,influenza antigen}","{lab,diagnostic,microbiology,infectious}"
COVID-19 Test,Lab Test,FALSE,COVID-19 Test,,A test detecting SARS-CoV-2 virus causing COVID-19.,PCR COVID test is most accurate.,{},{SARS-CoV-2 test},"{lab,diagnostic,microbiology,infectious}"
ANA,Lab Test,TRUE,Antinuclear Antibody,,An autoimmune marker elevated in lupus and other connective tissue diseases.,Positive ANA with speckled pattern.,{},{},"{lab,diagnostic,immunology,rheumatology}"
RF,Lab Test,TRUE,Rheumatoid Factor,,An autoantibody elevated in rheumatoid arthritis.,Positive RF supports RA diagnosis.,{},{},"{lab,diagnostic,immunology,rheumatology}"
Anti-CCP,Lab Test,TRUE,Anti-Cyclic Citrullinated Peptide,,A specific antibody for rheumatoid arthritis.,Anti-CCP is more specific than RF for RA.,{},{},"{lab,diagnostic,immunology,rheumatology}"
Complement C3,Lab Test,FALSE,Complement C3,,A protein part of immune system low in active lupus.,Low C3 indicates lupus flare.,{},{},"{lab,diagnostic,immunology,rheumatology}"
Complement C4,Lab Test,FALSE,Complement C4,,A protein part of immune system low in active lupus.,Low C4 with low C3 in lupus nephritis.,{},{},"{lab,diagnostic,immunology,rheumatology}"
Stool Occult Blood,Lab Test,FALSE,Fecal Occult Blood Test,,A screening test for hidden blood in stool indicating GI bleeding or cancer.,Positive FOBT requires colonoscopy.,{},"{FOBT,guaiac test}","{lab,diagnostic,gi}"
Stool Culture,Lab Test,FALSE,Stool Culture,,A test identifying bacteria causing diarrhea.,Stool culture positive for Salmonella.,{},{},"{lab,diagnostic,microbiology,gi}"
C. diff Toxin,Lab Test,FALSE,Clostridium difficile Toxin,,A test detecting toxin from C. diff bacteria causing severe diarrhea.,C. diff toxin positive start vancomycin.,{},"{C. difficile,CDI}","{lab,diagnostic,microbiology,gi}"
H. pylori Test,Lab Test,FALSE,Helicobacter pylori Test,,A test for bacteria that causes stomach ulcers.,Positive H. pylori treat with triple therapy.,{},{},"{lab,diagnostic,microbiology,gi}"
Pregnancy Test,Lab Test,FALSE,Pregnancy Test,,A urine or blood test detecting hCG to confirm pregnancy.,Urine pregnancy test positive.,{},"{urine hCG,beta-hCG}","{lab,diagnostic,pregnancy}"
Pap Smear,Lab Test,FALSE,Papanicolaou Test,,A cervical cancer screening test examining cervical cells.,Pap smear shows ASCUS repeat in 1 year.,{},{},"{lab,diagnostic,oncology,gynecology}"
Semen Analysis,Lab Test,FALSE,Semen Analysis,,A test evaluating sperm count motility and morphology for fertility.,Semen analysis shows oligospermia.,{},{},"{lab,diagnostic,fertility}"
HTN,Condition,TRUE,Hypertension,,High blood pressure that can damage the heart and blood vessels over time.,Patient has HTN controlled with medication.,{},{high blood pressure},"{condition,cardiovascular}"
DM,Condition,TRUE,Diabetes Mellitus,,A disease where blood sugar is too high because the body can't make or use insulin properly.,Patient has DM type 2 managed with metformin.,{},{diabetes},"{condition,endocrine}"
Type 1 Diabetes,Condition,FALSE,Type 1 Diabetes Mellitus,,A type of diabetes where the body doesn't make insulin at all.,Type 1 diabetes requires insulin injections.,{},"{T1DM,juvenile diabetes}","{condition,endocrine}"
Type 2 Diabetes,Condition,FALSE,Type 2 Diabetes Mellitus,,A type of diabetes where the body doesn't use insulin well.,Type 2 diabetes managed with diet and pills.,{},"{T2DM,adult-onset diabetes}","{condition,endocrine}"
COPD,Condition,TRUE,Chronic Obstructive Pulmonary Disease,,A lung disease that makes it hard to breathe usually from smoking.,COPD patient uses inhalers daily.,{},"{emphysema,chronic bronchitis}","{condition,pulmonary}"
CHF,Condition,TRUE,Congestive Heart Failure,,A condition where the heart can't pump blood well causing fluid buildup.,CHF patient has swelling in legs.,{},"{heart failure,HF}","{condition,cardiovascular}"
CKD,Condition,TRUE,Chronic Kidney Disease,,Long-term kidney damage that gets worse over time.,CKD stage 3 requires monitoring.,{},{chronic renal disease},"{condition,renal}"
MI,Condition,TRUE,Myocardial Infarction,,A heart attack where blood flow to heart muscle is blocked.,Patient had MI last year needs cardiac rehab.,{},{heart attack},"{condition,cardiovascular}"
CVA,Condition,TRUE,Cerebrovascular Accident,,A stroke where blood flow to the brain is blocked or a blood vessel bursts.,CVA left patient with right-sided weakness.,{},{stroke},"{condition,neurological}"
TIA,Condition,TRUE,Transient Ischemic Attack,,A mini-stroke with temporary symptoms that go away.,TIA is a warning sign for future stroke.,{},{mini-stroke},"{condition,neurological}"
CAD,Condition,TRUE,Coronary Artery Disease,,Narrowing of arteries that supply blood to the heart.,CAD patient may need cardiac catheterization.,{},{coronary heart disease},"{condition,cardiovascular}"
PAD,Condition,TRUE,Peripheral Arterial Disease,,Narrowing of arteries in the legs causing pain with walking.,PAD causes leg pain when walking.,{},{peripheral vascular disease},"{condition,cardiovascular}"
A-fib,Condition,FALSE,Atrial Fibrillation,,An irregular heart rhythm that can cause blood clots.,A-fib patient takes blood thinner.,{},"{AFib,AF}","{condition,cardiovascular}"
DVT,Condition,TRUE,Deep Vein Thrombosis,,A blood clot in a deep vein usually in the leg.,DVT requires anticoagulation therapy.,{},{blood clot},"{condition,cardiovascular}"
PE,Condition,TRUE,Pulmonary Embolism,,A blood clot that travels to the lungs and blocks blood flow.,PE is life-threatening requires immediate treatment.,{},{lung clot},"{condition,pulmonary,cardiovascular}"
Asthma,Condition,FALSE,Asthma,,A lung condition causing airways to narrow and swell making breathing difficult.,Asthma patient uses rescue inhaler.,{},{},"{condition,pulmonary}"
Depression,Condition,FALSE,Major Depressive Disorder,,A mental health condition causing persistent sadness and loss of interest.,Depression treated with therapy and medication.,{},"{MDD,clinical depression}","{condition,mental-health}"
Anxiety,Condition,FALSE,Generalized Anxiety Disorder,,A mental health condition with excessive worry and fear.,Anxiety managed with counseling and medication.,{},{GAD},"{condition,mental-health}"
PTSD,Condition,TRUE,Post-Traumatic Stress Disorder,,A mental health condition triggered by experiencing or witnessing a traumatic event.,PTSD patient has flashbacks and nightmares.,{},{},"{condition,mental-health}"
OCD,Condition,TRUE,Obsessive-Compulsive Disorder,,A mental health condition with unwanted repetitive thoughts and behaviors.,OCD patient has intrusive thoughts.,{},{},"{condition,mental-health}"
ADHD,Condition,TRUE,Attention-Deficit/Hyperactivity Disorder,,A condition causing difficulty paying attention and controlling impulsive behaviors.,ADHD managed with stimulant medication.,{},{},"{condition,mental-health,neurological}"
Bipolar Disorder,Condition,FALSE,Bipolar Disorder,,A mental health condition with extreme mood swings from high to low.,Bipolar patient has manic and depressive episodes.,{},{manic depression},"{condition,mental-health}"
Schizophrenia,Condition,FALSE,Schizophrenia,,A mental health condition affecting how a person thinks feels and behaves.,Schizophrenia treated with antipsychotic medication.,{},{},"{condition,mental-health}"
GERD,Condition,FALSE,Gastroesophageal Reflux Disease,,A condition where stomach acid flows back into the throat causing heartburn.,GERD treated with proton pump inhibitors.,{},"{acid reflux,heartburn}","{condition,gastrointestinal}"
IBS,Condition,TRUE,Irritable Bowel Syndrome,,A disorder causing cramping bloating gas and diarrhea or constipation.,IBS symptoms triggered by certain foods.,{},{},"{condition,gastrointestinal}"
IBD,Condition,TRUE,Inflammatory Bowel Disease,,Chronic inflammation of the digestive tract including Crohn's and ulcerative colitis.,IBD requires ongoing treatment.,{},{},"{condition,gastrointestinal}"
Crohn Disease,Condition,FALSE,Crohn Disease,,A type of IBD causing inflammation anywhere in the digestive tract.,Crohn disease patient has frequent diarrhea.,{},{Crohn's},"{condition,gastrointestinal}"
Ulcerative Colitis,Condition,FALSE,Ulcerative Colitis,,A type of IBD causing inflammation and ulcers in the colon and rectum.,Ulcerative colitis patient has bloody diarrhea.,{},{UC},"{condition,gastrointestinal}"
Celiac Disease,Condition,FALSE,Celiac Disease,,An autoimmune disorder where eating gluten damages the small intestine.,Celiac disease requires gluten-free diet.,{},{},"{condition,gastrointestinal,autoimmune}"
Diverticulitis,Condition,FALSE,Diverticulitis,,Inflammation of small pouches in the colon wall.,Diverticulitis causes left lower abdominal pain.,{},{},"{condition,gastrointestinal}"
Cirrhosis,Condition,FALSE,Cirrhosis,,Severe scarring of the liver from long-term damage.,Cirrhosis from chronic alcohol use.,{},{},"{condition,hepatic}"
Hepatitis,Condition,FALSE,Hepatitis,,Inflammation of the liver usually from a virus.,Hepatitis B can become chronic.,{},{},"{condition,hepatic,infectious}"
Pancreatitis,Condition,FALSE,Pancreatitis,,Inflammation of the pancreas causing severe abdominal pain.,Acute pancreatitis requires hospitalization.,{},{},"{condition,gastrointestinal}"
Cholecystitis,Condition,FALSE,Cholecystitis,,Inflammation of the gallbladder usually from gallstones.,Cholecystitis treated with gallbladder removal.,{},{},"{condition,gastrointestinal}"
Appendicitis,Condition,FALSE,Appendicitis,,Inflammation of the appendix requiring emergency surgery.,Appendicitis causes right lower abdominal pain.,{},{},"{condition,gastrointestinal}"
Hypothyroidism,Condition,FALSE,Hypothyroidism,,A condition where the thyroid gland doesn't make enough thyroid hormone.,Hypothyroidism causes fatigue and weight gain.,{},{underactive thyroid},"{condition,endocrine}"
Hyperthyroidism,Condition,FALSE,Hyperthyroidism,,A condition where the thyroid gland makes too much thyroid hormone.,Hyperthyroidism causes weight loss and rapid heartbeat.,{},{overactive thyroid},"{condition,endocrine}"
Graves Disease,Condition,FALSE,Graves Disease,,An autoimmune disorder causing hyperthyroidism.,Graves disease can cause bulging eyes.,{},{},"{condition,endocrine,autoimmune}"
Hashimoto Thyroiditis,Condition,FALSE,Hashimoto Thyroiditis,,An autoimmune disorder causing hypothyroidism.,Hashimoto disease most common cause of hypothyroidism.,{},{Hashimoto's},"{condition,endocrine,autoimmune}"
Addison Disease,Condition,FALSE,Addison Disease,,A rare disorder where adrenal glands don't make enough hormones.,Addison disease causes weakness and low blood pressure.,{},{adrenal insufficiency},"{condition,endocrine}"
Cushing Syndrome,Condition,FALSE,Cushing Syndrome,,A condition caused by too much cortisol hormone.,Cushing syndrome causes weight gain and round face.,{},{},"{condition,endocrine}"
Obesity,Condition,FALSE,Obesity,,Having too much body fat increasing health risks.,Obesity increases risk of diabetes and heart disease.,{},{},"{condition,metabolic}"
Metabolic Syndrome,Condition,FALSE,Metabolic Syndrome,,A cluster of conditions increasing risk of heart disease and diabetes.,Metabolic syndrome includes high BP sugar and cholesterol.,{},{},"{condition,metabolic}"
Hyperlipidemia,Condition,FALSE,Hyperlipidemia,,High levels of fats in the blood including cholesterol.,Hyperlipidemia treated with statins.,{},{high cholesterol},"{condition,metabolic}"
Gout,Condition,FALSE,Gout,,A type of arthritis causing sudden severe joint pain from uric acid crystals.,Gout attack affects big toe.,{},{},"{condition,rheumatology}"
RA,Condition,TRUE,Rheumatoid Arthritis,,An autoimmune disease causing painful swelling in the joints.,RA affects hands and feet symmetrically.,{},{},"{condition,rheumatology,autoimmune}"
OA,Condition,TRUE,Osteoarthritis,,Wear and tear arthritis from cartilage breakdown.,OA most common in knees and hips.,{},{degenerative joint disease},"{condition,rheumatology}"
Lupus,Condition,FALSE,Systemic Lupus Erythematosus,,An autoimmune disease affecting multiple organs.,Lupus causes butterfly rash on face.,{},{SLE},"{condition,rheumatology,autoimmune}"
Fibromyalgia,Condition,FALSE,Fibromyalgia,,A disorder causing widespread muscle pain and fatigue.,Fibromyalgia patient has multiple tender points.,{},{},"{condition,rheumatology}"
Osteoporosis,Condition,FALSE,Osteoporosis,,A condition where bones become weak and brittle.,Osteoporosis increases fracture risk.,{},{},"{condition,rheumatology}"
Anemia,Condition,FALSE,Anemia,,A condition with too few red blood cells or low hemoglobin.,Anemia causes fatigue and weakness.,{},{},"{condition,hematology}"
Sickle Cell Disease,Condition,FALSE,Sickle Cell Disease,,An inherited blood disorder with abnormal red blood cells.,Sickle cell disease causes pain crises.,{},{SCD},"{condition,hematology}"
Hemophilia,Condition,FALSE,Hemophilia,,An inherited bleeding disorder where blood doesn't clot properly.,Hemophilia patient needs clotting factor.,{},{},"{condition,hematology}"
Leukemia,Condition,FALSE,Leukemia,,Cancer of blood-forming tissues including bone marrow.,Leukemia causes too many abnormal white blood cells.,{},{},"{condition,hematology,oncology}"
Lymphoma,Condition,FALSE,Lymphoma,,Cancer of the lymphatic system.,Lymphoma causes swollen lymph nodes.,{},{},"{condition,oncology}"
Multiple Myeloma,Condition,FALSE,Multiple Myeloma,,Cancer of plasma cells in bone marrow.,Multiple myeloma causes bone pain and fractures.,{},{},"{condition,hematology,oncology}"
Breast Cancer,Condition,FALSE,Breast Cancer,,Cancer that forms in breast tissue.,Breast cancer detected on mammogram.,{},{},"{condition,oncology}"
Lung Cancer,Condition,FALSE,Lung Cancer,,Cancer that starts in the lungs usually from smoking.,Lung cancer diagnosed with CT scan and biopsy.,{},{},"{condition,oncology,pulmonary}"
Colon Cancer,Condition,FALSE,Colorectal Cancer,,Cancer of the colon or rectum.,Colon cancer screening starts at age 45.,{},{CRC},"{condition,oncology,gastrointestinal}"
Prostate Cancer,Condition,FALSE,Prostate Cancer,,Cancer of the prostate gland in men.,Prostate cancer detected by elevated PSA.,{},{},"{condition,oncology,urology}"
Skin Cancer,Condition,FALSE,Skin Cancer,,Cancer that develops in skin cells.,Skin cancer includes melanoma and basal cell.,{},{},"{condition,oncology,dermatology}"
Melanoma,Condition,FALSE,Melanoma,,The most serious type of skin cancer.,Melanoma can spread to other organs.,{},{},"{condition,oncology,dermatology}"
Alzheimer Disease,Condition,FALSE,Alzheimer Disease,,A brain disorder causing memory loss and confusion.,Alzheimer disease is most common dementia.,{},{AD},"{condition,neurological}"
Dementia,Condition,FALSE,Dementia,,A decline in memory and thinking skills affecting daily life.,Dementia includes Alzheimer and vascular types.,{},{},"{condition,neurological}"
Parkinson Disease,Condition,FALSE,Parkinson Disease,,A brain disorder causing tremor and movement problems.,Parkinson disease causes shuffling walk.,{},{PD},"{condition,neurological}"
Multiple Sclerosis,Condition,FALSE,Multiple Sclerosis,,An autoimmune disease damaging nerve coverings in brain and spine.,MS causes vision problems and weakness.,{},{MS},"{condition,neurological,autoimmune}"
Epilepsy,Condition,FALSE,Epilepsy,,A brain disorder causing repeated seizures.,Epilepsy controlled with anti-seizure medication.,{},{seizure disorder},"{condition,neurological}"
Migraine,Condition,FALSE,Migraine,,A type of headache causing severe throbbing pain.,Migraine patient has nausea and light sensitivity.,{},{migraine headache},"{condition,neurological}"
Neuropathy,Condition,FALSE,Peripheral Neuropathy,,Nerve damage causing numbness tingling and pain usually in hands and feet.,Diabetic neuropathy is most common type.,{},{},"{condition,neurological}"
Bell Palsy,Condition,FALSE,Bell Palsy,,Sudden weakness or paralysis of facial muscles on one side.,Bell palsy causes drooping on one side of face.,{},{Bell's palsy},"{condition,neurological}"
Carpal Tunnel Syndrome,Condition,FALSE,Carpal Tunnel Syndrome,,Numbness and tingling in hand from compressed nerve in wrist.,Carpal tunnel syndrome from repetitive hand use.,{},{CTS},"{condition,neurological,orthopedic}"
Sleep Apnea,Condition,FALSE,Obstructive Sleep Apnea,,A disorder where breathing stops and starts during sleep.,Sleep apnea treated with CPAP machine.,{},{OSA},"{condition,pulmonary}"
Pneumonia,Condition,FALSE,Pneumonia,,Infection causing inflammation in the lungs.,Pneumonia causes cough fever and shortness of breath.,{},{},"{condition,pulmonary,infectious}"
Bronchitis,Condition,FALSE,Bronchitis,,Inflammation of the airways in the lungs.,Acute bronchitis causes cough with mucus.,{},{},"{condition,pulmonary}"
Tuberculosis,Condition,FALSE,Tuberculosis,,A serious bacterial infection affecting the lungs.,TB requires months of antibiotics.,{},{TB},"{condition,pulmonary,infectious}"
COVID-19,Condition,FALSE,Coronavirus Disease 2019,,An infectious disease caused by SARS-CoV-2 virus.,COVID-19 patient has fever and cough.,{},{coronavirus},"{condition,infectious}"
Influenza,Condition,FALSE,Influenza,,A contagious respiratory illness caused by flu viruses.,Influenza causes fever body aches and fatigue.,{},{flu},"{condition,infectious,pulmonary}"
URI,Condition,TRUE,Upper Respiratory Infection,,Infection of nose throat and airways.,URI includes common cold.,{},{upper respiratory tract infection},"{condition,infectious}"
Sinusitis,Condition,FALSE,Sinusitis,,Inflammation of the sinuses causing facial pain and congestion.,Acute sinusitis treated with antibiotics.,{},{sinus infection},"{condition,infectious}"
Pharyngitis,Condition,FALSE,Pharyngitis,,Inflammation of the throat causing sore throat.,Strep pharyngitis requires antibiotics.,{},{sore throat},"{condition,infectious}"
Otitis Media,Condition,FALSE,Otitis Media,,Middle ear infection common in children.,Otitis media causes ear pain and fever.,{},{ear infection},"{condition,infectious}"
UTI,Condition,TRUE,Urinary Tract Infection,,Infection in any part of the urinary system.,UTI causes burning with urination.,{},{bladder infection},"{condition,infectious,urology}"
