term,category,is_abbreviation,full_form,breakdown,definition,example_usage,synonyms,aliases,tags
Cholecyst,Root,FALSE,Gallbladder,cholecyst/o,Relating to the gallbladder.,Cholecystectomy removes gallbladder.,{},{},"{root,anatomy}"
Pancreat,Root,FALSE,Pancreas,pancreat/o,Relating to the pancreas.,Pancreatitis is pancreas inflammation.,{},{},"{root,anatomy}"
Splen,Root,FALSE,Spleen,splen/o,Relating to the spleen.,Splenectomy removes the spleen.,{},{},"{root,anatomy}"
Thyr,Root,FALSE,Thyroid,thyr/o,Relating to the thyroid gland.,Thyroid controls metabolism.,{},{},"{root,anatomy}"
Adren,Root,FALSE,Adrenal Gland,adren/o,Relating to adrenal glands.,Adrenal glands make stress hormones.,{},{},"{root,anatomy}"
Oophor,Root,FALSE,Ovary,oophor/o,Relating to ovaries.,Oophorectomy removes an ovary.,{},{},"{root,anatomy}"
Salping,Root,FALSE,Fallopian Tube,salping/o,Relating to fallopian tubes.,Salpingitis is tube inflammation.,{},{},"{root,anatomy}"
Hyster,Root,FALSE,Uterus,hyster/o,Relating to the uterus.,Hysterectomy removes the uterus.,{},{},"{root,anatomy}"
Metr,Root,FALSE,Uterus,metr/o,Relating to the uterus.,Endometrium is uterine lining.,{},{},"{root,anatomy}"
Colp,Root,FALSE,Vagina,colp/o,Relating to the vagina.,Colposcopy examines the vagina.,{},{},"{root,anatomy}"
Orchi,Root,FALSE,Testis,orchi/o,Relating to testes.,Orchitis is testis inflammation.,{},{},"{root,anatomy}"
Prostat,Root,FALSE,Prostate,prostat/o,Relating to the prostate gland.,Prostatitis is prostate inflammation.,{},{},"{root,anatomy}"
Mamm,Root,FALSE,Breast,mamm/o,Relating to breasts.,Mammogram images the breast.,{},{},"{root,anatomy}"
Mast,Root,FALSE,Breast,mast/o,Relating to breasts.,Mastectomy removes breast tissue.,{},{},"{root,anatomy}"
Itis,Suffix,FALSE,Inflammation,-itis,Inflammation of.,Appendicitis is appendix inflammation.,{},{},{suffix}
Ectomy,Suffix,FALSE,Surgical Removal,-ectomy,Surgical removal of.,Tonsillectomy removes tonsils.,{},{},{suffix}
Ostomy,Suffix,FALSE,Creating an Opening,-ostomy,Creating a surgical opening.,Colostomy creates colon opening.,{},{},{suffix}
Otomy,Suffix,FALSE,Cutting Into,-otomy,Cutting into.,Laparotomy cuts into abdomen.,{},{},{suffix}
Plasty,Suffix,FALSE,Surgical Repair,-plasty,Surgical repair or reconstruction.,Rhinoplasty reshapes the nose.,{},{},{suffix}
Rrhaphy,Suffix,FALSE,Suturing,-rrhaphy,Stitching or suturing.,Herniorrhaphy repairs hernia.,{},{},{suffix}
Scopy,Suffix,FALSE,Visual Examination,-scopy,Looking inside with a scope.,Colonoscopy looks inside colon.,{},{},{suffix}
Centesis,Suffix,FALSE,Puncture to Remove Fluid,-centesis,Puncturing to remove fluid.,Thoracentesis removes chest fluid.,{},{},{suffix}
Gram,Suffix,FALSE,Record,-gram,A picture or record.,Mammogram is breast X-ray.,{},{},{suffix}
Graph,Suffix,FALSE,Recording Instrument,-graph,An instrument that records.,Electrocardiograph records heart activity.,{},{},{suffix}
Graphy,Suffix,FALSE,Process of Recording,-graphy,The process of recording.,Radiography is taking X-rays.,{},{},{suffix}
Lysis,Suffix,FALSE,Breaking Down,-lysis,Breaking down or destruction.,Hemolysis is red blood cell breakdown.,{},{},{suffix}
Pathy,Suffix,FALSE,Disease,-pathy,Disease or disorder.,Neuropathy is nerve disease.,{},{},{suffix}
Penia,Suffix,FALSE,Deficiency,-penia,Too few or deficiency.,Leukopenia is low white blood cells.,{},{},{suffix}
Phobia,Suffix,FALSE,Fear,-phobia,Abnormal fear of.,Agoraphobia is fear of open spaces.,{},{},{suffix}
Rrhea,Suffix,FALSE,Flow or Discharge,-rrhea,Flow or discharge.,Diarrhea is loose stools.,{},{},{suffix}
Osis,Suffix,FALSE,Condition or Disease,-osis,Abnormal condition or disease.,Osteoporosis is bone thinning condition.,{},{},{suffix}
Oma,Suffix,FALSE,Tumor,-oma,A tumor or mass.,Lipoma is a fatty tumor.,{},{},{suffix}
Megaly,Suffix,FALSE,Enlargement,-megaly,Abnormal enlargement.,Cardiomegaly is enlarged heart.,{},{},{suffix}
Malacia,Suffix,FALSE,Softening,-malacia,Abnormal softening.,Osteomalacia is bone softening.,{},{},{suffix}
Stenosis,Suffix,FALSE,Narrowing,-stenosis,Abnormal narrowing.,Aortic stenosis is valve narrowing.,{},{},{suffix}
Algia,Suffix,FALSE,Pain,-algia,Pain.,Myalgia is muscle pain.,{},{},{suffix}
Dynia,Suffix,FALSE,Pain,-dynia,Pain.,Pleurodynia is chest wall pain.,{},{},{suffix}
Emesis,Suffix,FALSE,Vomiting,-emesis,Vomiting.,Hyperemesis is excessive vomiting.,{},{},{suffix}
Phagia,Suffix,FALSE,Eating or Swallowing,-phagia,Eating or swallowing.,Dysphagia is difficulty swallowing.,{},{},{suffix}
Phasia,Suffix,FALSE,Speech,-phasia,Speech.,Aphasia is loss of speech.,{},{},{suffix}
Plegia,Suffix,FALSE,Paralysis,-plegia,Paralysis.,Hemiplegia is one-sided paralysis.,{},{},{suffix}
Ptosis,Suffix,FALSE,Drooping,-ptosis,Drooping or sagging.,Blepharoptosis is drooping eyelid.,{},{},{suffix}
Rrhage,Suffix,FALSE,Excessive Bleeding,-rrhage,Bursting forth or excessive bleeding.,Hemorrhage is severe bleeding.,{},{},{suffix}
Rrhagia,Suffix,FALSE,Excessive Flow,-rrhagia,Excessive flow.,Menorrhagia is heavy periods.,{},{},{suffix}
Trophy,Suffix,FALSE,Development or Nourishment,-trophy,Development or nourishment.,Hypertrophy is increased size.,{},{},{suffix}
Hyper,Prefix,FALSE,Above or Excessive,hyper-,Too much or above normal.,Hypertension is high blood pressure.,{},{},{prefix}
Hypo,Prefix,FALSE,Below or Deficient,hypo-,Too little or below normal.,Hypotension is low blood pressure.,{},{},{prefix}
Tachy,Prefix,FALSE,Fast,tachy-,Fast or rapid.,Tachycardia is fast heart rate.,{},{},{prefix}
Brady,Prefix,FALSE,Slow,brady-,Slow.,Bradycardia is slow heart rate.,{},{},{prefix}
A,Prefix,FALSE,Without or Not,a-,Without or not.,Apnea is not breathing.,{},{},{prefix}
An,Prefix,FALSE,Without or Not,an-,Without or not.,Anemia is without enough red blood cells.,{},{},{prefix}
Dys,Prefix,FALSE,Difficult or Painful,dys-,Difficult painful or abnormal.,Dyspnea is difficulty breathing.,{},{},{prefix}
Poly,Prefix,FALSE,Many,poly-,Many or much.,Polydipsia is excessive thirst.,{},{},{prefix}
Oligo,Prefix,FALSE,Few or Scanty,oligo-,Few or scanty.,Oliguria is decreased urine output.,{},{},{prefix}
Macro,Prefix,FALSE,Large,macro-,Large or long.,Macrocephaly is large head.,{},{},{prefix}
Micro,Prefix,FALSE,Small,micro-,Small.,Microcephaly is small head.,{},{},{prefix}
Mega,Prefix,FALSE,Large,mega-,Abnormally large.,Megacolon is enlarged colon.,{},{},{prefix}
Pre,Prefix,FALSE,Before,pre-,Before.,Prenatal means before birth.,{},{},{prefix}
Post,Prefix,FALSE,After,post-,After.,Postoperative means after surgery.,{},{},{prefix}
Peri,Prefix,FALSE,Around,peri-,Around or surrounding.,Pericardium surrounds the heart.,{},{},{prefix}
Para,Prefix,FALSE,Beside or Near,para-,Beside near or abnormal.,Parathyroid glands are near thyroid.,{},{},{prefix}
Sub,Prefix,FALSE,Under or Below,sub-,Under or below.,Subcutaneous is under the skin.,{},{},{prefix}
Supra,Prefix,FALSE,Above,supra-,Above or over.,Suprapubic is above pubic bone.,{},{},{prefix}
Infra,Prefix,FALSE,Below,infra-,Below.,Infraorbital is below the eye socket.,{},{},{prefix}
Inter,Prefix,FALSE,Between,inter-,Between.,Intercostal is between ribs.,{},{},{prefix}
Intra,Prefix,FALSE,Within,intra-,Within or inside.,Intramuscular is within muscle.,{},{},{prefix}
Extra,Prefix,FALSE,Outside,extra-,Outside or beyond.,Extracellular is outside cells.,{},{},{prefix}
Trans,Prefix,FALSE,Across or Through,trans-,Across or through.,Transdermal is through skin.,{},{},{prefix}
Endo,Prefix,FALSE,Within,endo-,Within or inside.,Endoscopy looks inside.,{},{},{prefix}
Exo,Prefix,FALSE,Outside,exo-,Outside or outward.,Exocrine glands secrete outward.,{},{},{prefix}
Epi,Prefix,FALSE,Upon or Above,epi-,Upon over or above.,Epidermis is top skin layer.,{},{},{prefix}
Bi,Prefix,FALSE,Two,bi-,Two.,Bilateral means both sides.,{},{},{prefix}
Uni,Prefix,FALSE,One,uni-,One.,Unilateral means one side.,{},{},{prefix}
Hemi,Prefix,FALSE,Half,hemi-,Half or one side.,Hemiplegia is paralysis of one side.,{},{},{prefix}
Anti,Prefix,FALSE,Against,anti-,Against or opposed to.,Antibiotic fights bacteria.,{},{},{prefix}
Contra,Prefix,FALSE,Against or Opposite,contra-,Against or opposite.,Contraindication means should not use.,{},{},{prefix}
Pro,Prefix,FALSE,Before or Forward,pro-,Before or in front of.,Prognosis is disease outlook.,{},{},{prefix}
Retro,Prefix,FALSE,Behind or Backward,retro-,Behind or backward.,Retroperitoneal is behind peritoneum.,{},{},{prefix}
Ante,Prefix,FALSE,Before,ante-,Before.,Antenatal is before birth.,{},{},{prefix}
Neo,Prefix,FALSE,New,neo-,New.,Neonatal means newborn period.,{},{},{prefix}
Paleo,Prefix,FALSE,Old,paleo-,Old or ancient.,Paleontology studies ancient life.,{},{},{prefix}
Pseudo,Prefix,FALSE,FALSE,pseudo-,False.,Pseudocyst is false cyst.,{},{},{prefix}
Auto,Prefix,FALSE,Self,auto-,Self.,Autoimmune is against own body.,{},{},{prefix}
Homo,Prefix,FALSE,Same,homo-,Same.,Homogeneous means same throughout.,{},{},{prefix}
Hetero,Prefix,FALSE,Different,hetero-,Different or other.,Heterogeneous means different types.,{},{},{prefix}
Superior,Direction,FALSE,Superior,,Toward the head or upper part of body.,The nose is superior to the mouth.,{},"{upper,above}","{anatomy,direction}"
Inferior,Direction,FALSE,Inferior,,Toward the feet or lower part of body.,The stomach is inferior to the heart.,{},"{lower,below}","{anatomy,direction}"
Anterior,Direction,FALSE,Anterior,,Toward the front of the body.,The sternum is anterior to the heart.,{},"{ventral,front}","{anatomy,direction}"
Posterior,Direction,FALSE,Posterior,,Toward the back of the body.,The spine is posterior to the heart.,{},"{dorsal,back}","{anatomy,direction}"
Medial,Direction,FALSE,Medial,,Toward the midline of the body.,The nose is medial to the eyes.,{},{middle},"{anatomy,direction}"
Lateral,Direction,FALSE,Lateral,,Away from the midline of the body.,The ears are lateral to the nose.,{},{side},"{anatomy,direction}"
Proximal,Direction,FALSE,Proximal,,Closer to the trunk or point of attachment.,The elbow is proximal to the wrist.,{},{near},"{anatomy,direction}"
Distal,Direction,FALSE,Distal,,Farther from the trunk or point of attachment.,The fingers are distal to the elbow.,{},{far},"{anatomy,direction}"
Superficial,Direction,FALSE,Superficial,,Closer to the surface of the body.,Skin is superficial to muscle.,{},{surface},"{anatomy,direction}"
Deep,Direction,FALSE,Deep,,Farther from the surface of the body.,Bone is deep to skin.,{},{internal},"{anatomy,direction}"
Prone,Position,FALSE,Prone Position,,Lying face down.,Patient positioned prone for back surgery.,{},{face down},"{anatomy,position}"
Supine,Position,FALSE,Supine Position,,Lying face up on the back.,Patient supine for abdominal exam.,{},{face up},"{anatomy,position}"
Lateral Recumbent,Position,FALSE,Lateral Recumbent Position,,Lying on the side.,Patient in left lateral position.,{},{side-lying},"{anatomy,position}"
Fowler,Position,FALSE,Fowler Position,,Sitting up at 45-60 degrees.,Patient in high Fowler's position.,{},{semi-sitting},"{anatomy,position}"
Trendelenburg,Position,FALSE,Trendelenburg Position,,Lying with head lower than feet.,Trendelenburg position for shock.,{},{},"{anatomy,position}"
Lithotomy,Position,FALSE,Lithotomy Position,,Lying on back with legs raised in stirrups.,Lithotomy position for pelvic exam.,{},{},"{anatomy,position}"
Sagittal Plane,Anatomy,FALSE,Sagittal Plane,,An imaginary line dividing body into left and right.,Midsagittal plane divides body in half.,{},{},"{anatomy,plane}"
Coronal Plane,Anatomy,FALSE,Coronal Plane,,An imaginary line dividing body into front and back.,Coronal plane separates anterior from posterior.,{},{frontal plane},"{anatomy,plane}"
Transverse Plane,Anatomy,FALSE,Transverse Plane,,An imaginary line dividing body into upper and lower.,Transverse plane separates superior from inferior.,{},"{horizontal plane,axial plane}","{anatomy,plane}"
Admit,Workflow,FALSE,Hospital Admission,,When a patient enters the hospital to stay overnight or longer.,Patient admitted to medical floor.,{},{admission},"{workflow,hospital}"
Discharge,Workflow,FALSE,Hospital Discharge,,When a patient leaves the hospital to go home.,Patient discharged home with instructions.,{},{},"{workflow,hospital}"
Transfer,Workflow,FALSE,Patient Transfer,,Moving a patient from one unit or facility to another.,Patient transferred to ICU.,{},{},"{workflow,hospital}"
Consult,Workflow,FALSE,Consultation,,Asking another doctor or specialist for their opinion.,Cardiology consult requested.,{},{referral},{workflow}
Referral,Workflow,FALSE,Referral,,Sending a patient to see another doctor or specialist.,Referral to orthopedics for knee pain.,{},{},{workflow}
Follow-up,Workflow,FALSE,Follow-up Visit,,A return appointment to check on progress.,Follow-up in 2 weeks.,{},{return visit},{workflow}
Appointment,Workflow,FALSE,Appointment,,A scheduled time to see a healthcare provider.,Patient has appointment at 2pm.,{},{visit},{workflow}
Walk-in,Workflow,FALSE,Walk-in Visit,,Seeing a provider without an appointment.,Walk-in patient with sore throat.,{},{},{workflow}
No-show,Workflow,FALSE,No-show,,When a patient misses an appointment without canceling.,Patient no-showed for appointment.,{},{},{workflow}
Cancellation,Workflow,FALSE,Appointment Cancellation,,When a patient cancels an appointment.,Same-day cancellation.,{},{},{workflow}
Rescheduling,Workflow,FALSE,Rescheduling,,Changing an appointment to a different time.,Patient called to reschedule.,{},{},{workflow}
Check-in,Workflow,FALSE,Check-in,,The process of arriving and registering for an appointment.,Patient checked in at front desk.,{},{},{workflow}
Check-out,Workflow,FALSE,Check-out,,The process of leaving after an appointment.,Patient checked out and scheduled follow-up.,{},{},{workflow}
Registration,Workflow,FALSE,Patient Registration,,Collecting patient information and insurance details.,Complete registration before seeing doctor.,{},{},{workflow}
Triage,Workflow,FALSE,Triage,,Determining how urgent a patient's condition is.,ER nurse triaged patient as urgent.,{},{},"{workflow,emergency}"
Intake,Workflow,FALSE,Patient Intake,,The initial process of gathering patient information.,Intake includes medical history and vitals.,{},{},{workflow}
Rooming,Workflow,FALSE,Rooming,,Bringing a patient from waiting room to exam room.,MA roomed the patient.,{},{},{workflow}
Waiting Room,Workflow,FALSE,Waiting Room,,Area where patients wait before seeing provider.,Patient in waiting room for 15 minutes.,{},{},{workflow}
Exam Room,Workflow,FALSE,Examination Room,,Private room where provider sees patient.,Patient in exam room 3.,{},{},{workflow}
Observation,Workflow,FALSE,Observation Status,,Short-term hospital stay for monitoring.,Patient in observation for chest pain.,{},{obs},"{workflow,hospital}"
Inpatient,Workflow,FALSE,Inpatient,,A patient admitted to stay in the hospital.,Inpatient care on medical floor.,{},{},"{workflow,hospital}"
Outpatient,Workflow,FALSE,Outpatient,,A patient receiving care without staying overnight.,Outpatient surgery center.,{},{},{workflow}
ER,Workflow,TRUE,Emergency Room,,The hospital department treating urgent medical problems.,Patient presented to ER with chest pain.,{},"{ED,emergency department}","{workflow,emergency}"
Urgent Care,Workflow,FALSE,Urgent Care,,A clinic for non-life-threatening problems that need quick attention.,Went to urgent care for sprained ankle.,{},{},{workflow}
ICU,Workflow,TRUE,Intensive Care Unit,,Hospital unit for critically ill patients.,Patient transferred to ICU.,{},{critical care},"{workflow,hospital}"
Step-down Unit,Workflow,FALSE,Step-down Unit,,Hospital unit for patients who need less care than ICU but more than regular floor.,Patient moved to step-down from ICU.,{},"{intermediate care,progressive care}","{workflow,hospital}"
Telemetry,Workflow,FALSE,Telemetry Unit,,Hospital unit with continuous heart monitoring.,Patient on telemetry for arrhythmia.,{},{tele},"{workflow,hospital}"
Med-Surg,Workflow,FALSE,Medical-Surgical Unit,,General hospital floor for medical and surgical patients.,Patient on med-surg floor.,{},{},"{workflow,hospital}"
Operating Room,Workflow,FALSE,Operating Room,,Room where surgeries are performed.,Patient taken to OR for appendectomy.,{},"{OR,surgery}","{workflow,hospital}"
PACU,Workflow,TRUE,Post-Anesthesia Care Unit,,Recovery area after surgery.,Patient in PACU recovering from anesthesia.,{},{recovery room},"{workflow,hospital}"
Pre-op,Workflow,FALSE,Pre-operative,,Before surgery.,Pre-op assessment completed.,{},{},"{workflow,hospital}"
Post-op,Workflow,FALSE,Post-operative,,After surgery.,Post-op day 2 doing well.,{},{},"{workflow,hospital}"
Rounds,Workflow,FALSE,Medical Rounds,,When doctors visit hospitalized patients to check progress.,Team rounds at 8am daily.,{},{},"{workflow,hospital}"
Handoff,Workflow,FALSE,Handoff,,Transferring patient care information between providers.,Nurse gave handoff at shift change.,{},{sign-out},"{workflow,hospital}"
Code Blue,Workflow,FALSE,Code Blue,,Emergency code for cardiac or respiratory arrest.,Code blue called in room 302.,{},{},"{workflow,emergency,hospital}"
Rapid Response,Workflow,FALSE,Rapid Response,,Emergency team for patients getting worse but not yet in arrest.,Rapid response called for low blood pressure.,{},"{rapid response team,RRT}","{workflow,hospital}"
DNR,Workflow,TRUE,Do Not Resuscitate,,An order not to perform CPR if heart stops.,Patient has DNR order.,{},{},"{workflow,hospital,advance-directive}"
DNI,Workflow,TRUE,Do Not Intubate,,An order not to put in a breathing tube.,Patient is DNR/DNI.,{},{},"{workflow,hospital,advance-directive}"
Advanced Directive,Workflow,FALSE,Advanced Directive,,Legal document stating wishes for medical care if unable to communicate.,Patient has advanced directive on file.,{},{living will},"{workflow,legal}"
Healthcare Proxy,Workflow,FALSE,Healthcare Proxy,,Person authorized to make medical decisions for someone else.,Daughter is healthcare proxy.,{},{medical power of attorney},"{workflow,legal}"
Informed Consent,Workflow,FALSE,Informed Consent,,Agreement to treatment after understanding risks and benefits.,Obtained informed consent for procedure.,{},{},"{workflow,legal}"
AMA,Workflow,TRUE,Against Medical Advice,,When a patient leaves hospital against doctor's recommendation.,Patient left AMA.,{},{},"{workflow,hospital}"
Elopement,Workflow,FALSE,Patient Elopement,,When a patient leaves the hospital without permission.,Patient eloped from psychiatric unit.,{},{},"{workflow,hospital}"
Worklist,Workflow,FALSE,Worklist,,A list of tasks or patients to be seen.,Provider has 15 patients on worklist.,{},{patient queue},{workflow}
Pool,Workflow,FALSE,Patient Pool,,A group of patients assigned to staff.,Nurses split the patient pool.,{},{},{workflow}
Inbox,Workflow,FALSE,Inbox,,Electronic messages and tasks for a provider.,Provider has 20 messages in inbox.,{},{},"{workflow,ehr}"
Results,Workflow,FALSE,Test Results,,Lab or imaging findings sent to provider.,Lab results pending.,{},{},{workflow}
Portal,Workflow,FALSE,Patient Portal,,Online system where patients access their medical information.,Patient viewed labs on portal.,{},{MyChart},"{workflow,technology}"
Portal Message,Workflow,FALSE,Portal Message,,Electronic message from patient through patient portal.,Patient sent portal message about symptoms.,{},{},"{workflow,technology}"
Secure Message,Workflow,FALSE,Secure Message,,Encrypted electronic communication between patient and provider.,Replied to patient's secure message.,{},{},"{workflow,technology}"
Telehealth,Workflow,FALSE,Telehealth,,Healthcare provided through video or phone.,Telehealth visit for medication refill.,{},"{telemedicine,virtual visit}","{workflow,technology}"
Virtual Visit,Workflow,FALSE,Virtual Visit,,Medical appointment by video.,Virtual visit completed from home.,{},{},"{workflow,technology}"
E-visit,Workflow,FALSE,Electronic Visit,,Online questionnaire for simple problems.,E-visit for UTI symptoms.,{},{},"{workflow,technology}"
Downtime,Workflow,FALSE,System Downtime,,When computer systems are not working.,EHR downtime use paper charts.,{},{},"{workflow,technology}"
Backup,Workflow,FALSE,System Backup,,Saving copies of electronic data.,Daily system backup at midnight.,{},{},"{workflow,technology}"
Interface,Workflow,FALSE,System Interface,,Connection between different computer systems.,Lab interface sends results to EHR.,{},{},"{workflow,technology}"
Integration,Workflow,FALSE,System Integration,,Making different computer systems work together.,Integration between scheduling and billing.,{},{},"{workflow,technology}"
Interoperability,Workflow,FALSE,Interoperability,,Ability of different systems to exchange information.,Health information exchange improves interoperability.,{},{},"{workflow,technology}"
EHR,Workflow,TRUE,Electronic Health Record,,Digital version of patient medical records.,Document visit in EHR.,{},{EMR},"{workflow,technology}"
EMR,Workflow,TRUE,Electronic Medical Record,,Digital medical record within one organization.,Clinic uses Epic EMR.,{},{},"{workflow,technology}"
Chart,Workflow,FALSE,Medical Chart,,A patient's complete medical record.,Review patient chart before visit.,{},{medical record},{workflow}
Note,Workflow,FALSE,Clinical Note,,Written documentation of patient encounter.,Provider completed progress note.,{},{documentation},{workflow}
Addendum,Workflow,FALSE,Chart Addendum,,Addition to a medical record after it's completed.,Provider added addendum to clarify.,{},{},{workflow}
Amendment,Workflow,FALSE,Chart Amendment,,Correction to a medical record.,Patient requested amendment to record.,{},{},{workflow}
Attestation,Workflow,FALSE,Attestation,,Confirming accuracy and signing a document.,Provider attestation required.,{},{},{workflow}
Co-signature,Workflow,FALSE,Co-signature,,A supervising provider signing a trainee's note.,Attending co-signed resident note.,{},{},{workflow}
STAT,Workflow,TRUE,Immediately,,"Urgent, do right away.",STAT labs ordered.,{},"{urgent,emergency}",{workflow}
PRN,Medication,TRUE,As Needed,,"Take medication only when needed, not on a schedule.",Take ibuprofen PRN for pain.,{},{},{medication}
Rx,Medication,TRUE,Prescription,,A written order for medication from a doctor.,Call in Rx to pharmacy.,{},{prescription},{medication}
OTC,Medication,TRUE,Over-the-Counter,,Medication that can be bought without a prescription.,Recommend OTC acetaminophen.,{},{},{medication}
eRx,Medication,TRUE,Electronic Prescription,,Sending prescriptions electronically to pharmacy.,eRx sent to patient's pharmacy.,{},{},"{medication,technology}"
Refill,Medication,FALSE,Prescription Refill,,Getting more of the same medication.,Patient called for refill.,{},{},{medication}
DAW,Medication,TRUE,Dispense as Written,,Pharmacy must give brand name not generic.,DAW on prescription.,{},{},{medication}
Generic,Medication,FALSE,Generic Medication,,Non-brand name version of a drug.,Prescribe generic when available.,{},{},{medication}
Brand Name,Medication,FALSE,Brand Name Medication,,Original drug made by company that discovered it.,Brand name is more expensive.,{},{},{medication}
Formulary,Medication,FALSE,Drug Formulary,,List of medications covered by insurance.,Check if drug is on formulary.,{},{},"{medication,insurance}"
Prior Authorization,Medication,FALSE,Medication Prior Authorization,,Insurance approval needed before getting certain medications.,Drug requires prior auth.,{},{PA},"{medication,insurance}"
Step Therapy,Medication,FALSE,Step Therapy,,Insurance requires trying cheaper drugs first.,Must fail step therapy before approval.,{},{},"{medication,insurance}"
Quantity Limit,Medication,FALSE,Quantity Limit,,Insurance limits how much medication can be filled.,Quantity limit of 30 tablets per month.,{},{},"{medication,insurance}"
Medication Reconciliation,Medication,FALSE,Medication Reconciliation,,Reviewing and updating complete medication list.,Med rec completed at admission.,{},{med rec},"{medication,workflow}"
